bp_rp,g_rp
1.3857822,0.75019073
2.105503,1.0212116
1.4289436,0.78215027
1.1135807,0.59918594
1.6845036,0.8900509
1.6113453,0.8240814
1.2697506,0.6999607
2.8713436,1.2342014
1.2551765,0.7065582
1.2413712,0.7041054
1.469202,0.8334465
2.0254993,1.2428398
0.5615673,0.8540611
1.8182049,1.3004303
1.412363,0.78637314
1.4918289,1.2074833
2.4634132,1.439909
1.5126553,0.84410286
2.5866013,1.379322
1.2512474,0.6908016
2.2138424,1.1522331
1.4499226,0.76898956
0.77178955,0.3780346
2.057724,1.4228783
2.0090427,0.96437645
1.7142563,0.8526859
1.7306957,0.88803864
1.7654247,1.0336399
0.8174515,0.9116802
1.4968624,0.69558144
1.7870846,1.2865143
1.856842,1.0071526
1.3368454,0.7702465
1.3500729,1.0159664
1.7660332,0.8942585
2.1487637,1.08568
1.549675,0.8327694
1.2005177,0.67490005
1.8096161,1.2924671
2.4978046,1.1402454
1.2485046,0.7084751
1.6319923,0.8618374
1.4263248,0.766716
1.2908916,0.6981735
1.1398544,0.6616707
2.6650734,1.0997944
1.269989,0.7111263
1.5426998,0.8235359
1.9454975,1.0629578
1.1547966,0.7924175
0.5909977,0.85137177
1.2173862,0.64004517
1.7895584,0.9155903
1.3195229,0.6836128
1.9470673,1.1873989
1.1027603,0.6118088
1.2276955,0.70049095
2.8945866,1.2596359
0.94003487,0.5683861
1.3368664,0.7385826
1.1433468,0.6236801
1.5447502,0.80775833
2.120037,1.5807247
2.2413025,1.2339573
2.3755627,1.4970512
1.4827557,0.75372505
1.8509464,1.4604797
1.2385092,0.70449734
1.3034935,0.7141342
1.4322376,0.7698555
2.1030731,1.2595596
1.7113361,1.2132397
2.0364876,1.2172031
1.414257,0.7757969
2.5722256,1.13698
1.2643108,0.7798042
2.4363842,1.114294
0.9435406,0.9901295
1.2127924,0.6888838
0.7808876,0.58745
1.9126434,1.1095219
1.0199032,1.0437622
1.230957,0.69742966
1.2456207,0.7283249
1.594101,0.8350544
1.5848141,0.9684162
1.2596054,0.8015137
2.516262,1.136507
0.8441696,0.69335747
1.5264931,0.81844044
1.1216984,0.6276283
1.5229301,0.8712845
1.2954407,0.6951504
0.91415787,0.61922264
1.263094,0.67136765
2.389944,1.123848
2.4372253,1.0751133
2.0739937,1.1004848
2.9089565,1.2138824
1.2221622,0.6947689
1.9788971,0.95248413
2.2180653,3.4480515
1.8322697,1.3720951
1.5100517,1.2177525
1.5988293,0.899065
1.488718,0.779356
1.3475399,0.7437496
1.3968582,0.78253937
,0.9003334
1.1781254,0.61660576
1.5184422,0.8182869
1.8502693,1.2953815
1.230155,0.7063303
1.5910797,0.84082603
1.4852734,0.80890465
1.5824633,0.8416796
2.2379436,1.132
2.4998665,1.2777996
1.5741291,0.8144436
0.9866257,0.80382156
0.9876671,1.1588917
1.5015411,0.80960846
1.2109623,0.6924734
1.2478771,0.7813339
1.7868652,0.8850937
1.9258289,0.9661007
2.1472778,1.0772533
1.3008041,1.187479
1.5093231,0.9013729
1.4851007,0.8066492
1.4484692,0.71779823
0.6390877,0.6490383
1.3573446,0.7518215
1.6468658,0.8628826
2.1135063,1.0183601
2.6320972,1.1837826
1.1086788,0.7381573
1.9135923,0.9610472
1.3190804,0.7087631
1.5517197,0.79846954
1.179596,0.66615677
1.1658154,0.37666702
1.2133045,0.9734707
1.3600368,1.0927906
1.3495026,1.119379
1.5468063,0.83524036
1.9947186,1.1570377
2.3421898,1.0858898
1.7281647,0.8702507
0.7145138,0.9169483
1.2394094,0.70170593
1.0812016,0.593256
2.1229382,1.170618
2.117525,1.5528488
2.5406628,1.6655426
0.80020714,0.528492
1.2269154,0.7023449
1.5988579,0.8499565
1.653305,0.69675255
1.9525089,3.2599125
1.1113281,0.649353
2.0130978,1.1576481
1.3415318,0.74967575
1.1740074,1.0385151
1.8472633,0.98565674
1.4975529,0.9320297
1.5642872,0.8263855
0.9233551,0.7325878
1.2003937,0.67661095
1.0562611,0.5899887
1.0625858,0.7842407
1.440568,0.7894583
1.4115019,0.78493977
1.3735008,0.7602711
1.4034748,0.75561714
1.322917,0.7355766
1.3490143,0.7399502
0.8691368,0.5954704
1.0888042,0.6145916
1.1093111,0.64104176
2.5269299,1.7074833
0.6675606,0.7096958
0.70368767,0.86242294
1.1613388,0.72266006
1.1480122,0.8992481
1.4425964,0.7745075
2.4692135,1.2806835
1.9069061,3.3979206
2.0607014,1.0970745
0.7186527,0.54242706
1.2704678,0.6881027
1.3178673,0.72457314
1.5884113,0.87366295
1.4375839,0.78614235
1.9076691,1.0884209
2.0455055,1.0051775
1.7035389,0.898283
1.4016247,0.7723808
1.7194691,0.9583187
1.6544037,0.8906708
1.9503708,0.96759605
1.45018,0.8344555
1.8490028,0.93185616
1.1753559,0.6724415
2.1917458,1.0456753
1.8674011,0.9145565
1.0629005,0.59132385
1.1353359,0.61460304
1.2372322,0.68486786
1.0889359,0.6006794
1.3902874,0.69942665
2.156414,1.12113
1.1403294,0.665884
1.3021221,0.6710186
2.396553,1.0767231
1.3717918,0.98666763
1.0647488,0.621088
1.7462826,1.00634
1.8440742,3.362337
1.5042267,0.7845936
2.473444,1.1303253
0.9484768,0.57341003
1.2470446,0.7107744
2.3951626,1.1323643
1.0362778,0.60642815
1.1761494,0.6996231
1.1488762,0.6357155
1.4080753,0.766943
1.4855938,0.79629517
1.1910915,0.80145645
1.8613491,0.9596939
2.2115993,1.1868973
2.7152786,1.2052574
1.8298435,0.93292236
1.866827,2.773985
1.7948837,0.9628773
0.98467445,0.5845413
1.960846,1.2416687
1.8051529,1.0241756
1.2854652,0.7435055
2.371973,1.0876598
1.129838,0.65046215
1.197259,0.684103
2.3480587,1.0919094
2.7263565,1.1988373
1.4356031,0.7855911
1.4201736,0.92147636
1.309515,0.8101635
1.2238388,0.6849308
1.3867836,0.78676224
,1.1300335
1.1257114,0.70580673
1.4232311,0.81446075
2.225443,1.3352509
1.777523,0.8655777
1.2505627,0.7074833
1.1626244,0.67552376
1.5122204,0.8491421
1.6815948,1.1393337
1.1309643,0.6162224
1.3035622,0.8914318
1.1440678,0.65258217
1.6473951,0.86587334
1.0620747,0.6218834
1.0981216,0.6520653
1.2793884,0.7203865
1.2992496,0.9273548
2.8741856,1.2262897
1.5724335,0.8407192
2.2671509,1.267683
1.1765213,0.67435074
1.9041061,0.94890594
1.6399059,1.086649
1.4292707,0.7813568
2.5972424,1.3767815
1.3139267,0.7368984
1.3377666,0.74187756
2.204258,1.2964764
1.8168449,1.2862072
1.103344,0.5825615
0.99954224,0.9885788
,1.5308323
1.4605913,0.79639244
1.124876,0.6139107
1.6156273,0.860857
1.560257,1.1243896
1.2661533,0.723341
2.4827747,1.1325245
1.4051933,0.8506317
2.0738125,1.1133175
1.6031132,0.8045502
,
3.3109646,1.2935352
1.7089386,0.89492226
1.4645557,0.7999649
1.9637489,1.3593807
1.0099487,1.021265
1.9786148,0.9914322
1.9363308,1.1617126
1.3244247,0.82390594
1.2941542,0.73278904
2.062706,1.0144272
1.274416,1.2218075
1.9110813,1.0392132
1.1732559,0.65159035
1.4954205,0.8029461
1.4914417,0.8146038
1.7270126,0.9076996
1.751358,0.88804626
2.2003574,1.0433769
1.18684,0.67596245
1.2390747,0.72532463
1.4823179,0.79904747
1.4585514,0.7805195
1.5752335,0.7122383
1.9257202,1.1266537
1.2453842,0.70907784
1.1843796,0.67363167
2.8714218,1.2489395
1.70327,0.8875065
1.0013523,0.6946354
1.8126621,1.2468662
2.3035069,1.2422581
1.2242241,0.7036438
2.4029102,1.1546783
1.1494732,1.1121979
1.2845659,0.723052
0.9495888,0.56404877
1.188137,0.7078705
2.203619,1.1287613
1.6213703,0.9186306
1.492979,0.9584236
1.1722145,0.6693802
,
1.6111155,0.8518925
1.9333096,1.2123604
1.0017433,0.573925
1.9837875,1.0683537
0.81728935,0.40286636
1.0665131,0.66147614
1.6867313,0.86875725
1.9693222,0.9749069
1.436121,0.94973946
1.1635952,0.6757984
1.8673363,1.0316925
2.0626316,1.0165634
1.5658073,0.83638763
1.1334572,0.6436348
1.1622791,0.6718159
1.1133633,0.6508179
1.4153557,0.72792053
2.6350098,1.1720142
1.7936287,0.8723221
1.7129574,0.84661674
1.1733513,0.6457195
1.7236462,0.8983307
2.3580055,1.0885639
2.5203152,1.2540951
1.2015934,0.7102432
2.1429977,1.0485363
2.0220604,1.1843624
1.1906948,0.6871395
1.8737946,0.9598274
2.4483452,1.0913391
1.6842957,0.9265671
1.4432964,0.8227329
1.246727,0.6933098
1.8033276,0.91005707
,
2.4973564,1.7594795
1.2264938,0.738966
3.535963,1.355751
2.2519588,1.1755695
1.6704483,0.8602638
1.4606094,0.79457283
1.1457386,0.6589031
1.5302219,0.82333565
2.3925056,1.1195946
2.2927647,1.3605366
1.4083748,1.0280609
1.2030354,0.6993542
2.0126781,0.9900322
1.9927502,1.0709019
1.9761581,0.9444809
1.5195408,0.76950264
1.2525167,0.7093029
1.1888056,0.6809149
1.0416241,0.6129761
1.1472721,0.66193104
1.8150358,0.92456913
1.45397,0.7916689
0.8764019,0.62418175
1.4219265,0.7600117
1.7902527,0.85723495
2.5740013,1.1450405
1.3175201,1.0340672
1.3575096,0.90016365
1.2947826,0.7104511
1.9501266,1.0792313
1.3682184,0.7566166
1.3068161,0.7376938
0.8718624,0.6709423
1.2377796,0.6800957
1.2606907,0.7118416
2.292282,1.2498932
1.9797325,0.98439026
1.6729298,0.89294624
1.9328251,0.95373344
2.9117794,1.2560844
1.6282129,0.85913944
2.5875454,1.2509308
1.6889801,1.2710838
1.9898167,1.3439255
1.2018509,0.6702137
1.5223427,1.2007389
1.6141586,2.7351227
2.266264,1.0400982
2.3279076,1.0570278
2.6614666,1.2948456
1.1282825,0.65014935
1.6226835,0.8537226
2.6586456,1.2510872
2.1431084,1.284874
1.4445839,0.78383636
1.2700138,0.70835304
1.3616638,0.7478676
1.3421402,0.7520962
0.86325264,0.59010696
1.3867483,0.77748966
1.7948933,0.9064388
1.5899544,0.8993416
1.3430405,0.7407627
-2.8764458,1.0474644
2.0597286,3.0986938
0.96414757,0.5790539
1.2446003,0.6797581
,
1.5339718,0.9214821
1.0878859,0.63718414
0.93634605,0.6675949
1.4500427,0.98296356
1.8550987,0.92572594
1.1786385,0.84498215
1.4411125,0.7927036
2.0361977,1.3157024
1.3228264,0.91337776
1.5520439,0.8132591
1.2593718,0.7090044
1.3536606,0.71718407
2.321144,1.1868286
1.2573423,0.70460415
1.1703234,0.6713209
1.922121,0.9433193
1.5337658,0.8236761
2.3372765,0.97405624
1.3460503,0.7129154
1.4615192,0.8017063
1.3924198,0.82764435
1.6757584,0.8612213
1.2490978,0.6930542
1.1238308,0.6760845
1.3569355,0.75875854
1.3276234,0.7686367
-0.055194855,0.6590862
1.4780569,0.80331516
2.5651016,1.1531467
,
1.0127373,0.5860081
3.076004,2.0002556
1.4608669,0.814106
3.014862,1.9979763
1.8780212,0.95409393
1.2915764,0.7882614
2.1314335,1.0457554
1.1036997,0.64147186
1.552433,0.8310089
1.3135834,0.90189743
1.343647,0.72989845
0.8374119,0.54922295
0.7073021,0.6223202
1.1095667,0.6444349
1.2060299,0.7074013
2.2817135,1.3172836
1.8333359,1.1335793
1.5260487,0.82163906
1.018753,0.9060459
1.6398563,0.89528275
1.1743155,0.6781435
1.4075308,0.7732382
1.7781544,0.9397507
1.8678894,0.96290016
1.5236483,0.82177067
1.3332367,0.687767
1.4213905,0.7711773
2.7378445,1.2662926
1.2680378,0.86193085
2.0428486,1.1806831
1.6918755,0.88229847
2.579609,1.2833805
2.0501747,0.9901314
2.2839966,1.09869
1.5316133,0.8204956
1.4130688,0.7891674
1.9107571,0.96650314
,
2.0012407,1.1584368
1.9285431,0.9481907
1.9120445,1.2689991
2.2267723,0.69907
2.3139935,1.2551289
1.2808418,0.72436714
1.6763191,0.8530712
1.1032982,1.1087856
1.4716072,0.7668915
1.3605909,0.752059
1.2884369,0.7314434
2.1247387,1.0373135
1.6245441,0.9231186
2.3135471,1.1021175
2.7703,1.2069855
1.4099522,0.71952057
1.4052238,0.92484474
1.4304771,0.96084213
1.2464638,0.64704895
1.5279484,1.0988197
3.3981972,1.35462
1.3681545,0.76132107
1.6935825,1.1766338
1.9543686,1.448452
1.890625,1.1373196
1.9650364,1.0022984
1.3838806,0.89930725
2.2197075,1.296978
-0.056037903,1.196209
1.2138824,0.6871681
1.18435,0.67813873
1.2003193,0.6871605
2.6889057,1.2477226
1.199337,1.2287083
1.2888536,0.72105885
2.0869656,0.99441147
1.1499376,0.6594858
2.0130367,0.9508133
1.3954983,0.7423401
1.6040325,1.5959339
1.1602936,0.6607952
0.6463318,0.5035362
2.5294933,1.1978416
1.4814281,0.9141998
1.5130081,0.8169632
1.9180298,1.102848
2.0385485,0.9992418
1.2966833,0.7335634
1.1900673,0.72644615
1.3041439,0.733551
1.9233017,0.9846325
1.292964,0.7217617
1.8035336,3.5092049
1.3550625,0.73441505
2.0337257,1.1392803
2.3419018,1.0782108
2.1269054,1.653347
0.7993126,0.7902603
1.3156052,0.7798786
1.7825155,0.92511654
1.2581005,0.68367577
0.96920395,0.5681572
1.3667412,0.7580128
1.415165,0.776556
1.1809464,0.6738806
1.3850842,0.73073006
1.1391563,0.65343666
1.3220654,0.7659359
2.6862507,1.3403091
0.9463024,1.197176
1.1333485,0.6810055
0.99152565,0.6054821
1.245183,0.7034855
1.8721886,2.973606
1.3557701,0.728775
2.177412,3.2113152
0.85850906,0.94815636
1.0929718,0.6379471
1.9597225,1.0636387
2.027935,4.0214367
1.3439884,0.6872196
1.160656,0.7632694
1.1313725,0.6531744
1.4767189,0.96875954
0.8233547,0.79395866
2.6166763,1.1558781
1.9915485,0.9559593
1.285779,0.722085
1.5625706,0.830183
2.283432,1.0753746
0.4617691,1.1182556
1.4976654,0.8128967
1.2207623,0.6910534
2.6976624,1.1738758
2.100109,1.018961
1.7792854,1.1521626
1.1530838,0.61021996
2.5383663,1.137701
0.8374615,0.5096245
1.460537,0.7469368
1.5746937,0.79639053
1.8583107,0.91666603
2.2078514,1.317627
1.920702,1.3661594
1.9288635,3.3436146
2.058773,0.98002815
1.8046017,3.3555775
2.7980099,1.2698956
1.3535118,0.76732635
1.7531948,1.0704079
1.3802509,0.6422119
1.0765705,0.6280689
1.1518774,0.6582804
1.2791939,0.7067528
1.2691402,1.3820839
1.7601547,0.7642212
1.1450882,0.63723373
1.8653355,3.1364975
,
,0.85964966
1.8407879,1.2776833
0.89461136,1.3656635
1.4108124,0.7919693
0.9788933,0.5856514
0.9686279,0.7733631
0.75144005,0.6558151
2.0092258,0.9791775
2.026741,1.4960709
1.090086,0.6597042
1.4193363,1.2122478
1.3012829,0.736331
2.3270855,1.1273117
1.0814342,0.9195423
1.7142944,2.8923435
1.6167545,0.84820557
2.0186253,1.3367443
1.1364145,0.65689754
3.2191792,1.3030128
1.6019192,0.94672966
1.3215237,0.72366714
1.0931683,0.64644814
0.79530144,0.53770065
1.9526329,1.014143
1.1199074,0.6982174
0.36131477,1.3377895
1.8689976,1.1836624
1.9607964,0.9755707
1.1656494,0.6289921
1.3776016,0.7880802
1.1422997,0.70586586
1.1843033,1.0810375
1.1090641,0.6403198
1.4840298,0.78909683
1.3241405,0.77108383
1.4587269,0.7910042
1.131319,0.64167595
1.896246,1.0487976
1.3882904,0.82854843
1.1201248,0.64139366
1.6865463,0.88397217
2.013733,0.97029686
1.7929058,1.0727825
2.1888351,1.2717876
3.4139671,1.4243431
1.6007957,0.93717766
2.468069,1.2464962
2.4163132,1.0394173
1.9904308,0.98005295
2.0958538,1.0702267
2.1536064,1.0480995
1.1286983,0.6447277
1.8069477,0.9014416
1.2464161,0.7119255
1.9732704,1.1059799
1.3041859,0.756485
0.65740204,0.9077244
0.9886799,0.5858898
1.4461727,0.7942333
1.5444508,1.0721169
0.9215698,0.55789566
1.2103348,0.65946007
1.6848469,0.96004295
1.5570984,1.1858902
0.9742222,0.54574394
1.2734652,0.7181015
1.5583649,0.83031464
1.5364189,0.83517265
1.489809,1.1966839
1.3975163,1.1884708
1.2933617,0.88801384
1.931839,1.2555752
2.182211,1.0766392
1.2246151,0.7301998
1.2595387,0.7258854
1.4729805,0.8050747
1.2460651,0.7080307
2.2707367,1.1724586
1.5776749,1.406847
1.6289139,0.85653496
1.2594814,0.7068157
1.8881702,0.9427452
2.1526203,1.2343864
1.2702503,0.7077999
1.6100178,0.85321045
1.0840797,0.5943661
1.2173862,0.6825886
1.6367598,0.902709
1.0796185,0.62638474
0.41301346,0.5610485
1.3834267,0.77807426
1.0798893,0.65639114
1.3248425,0.97278595
1.587965,0.80895805
2.6481762,1.1490974
1.4070683,0.86468506
1.7025414,1.2604523
1.3389797,0.71993446
1.465559,0.7737446
2.690878,1.1589928
1.7260437,1.1713428
,
1.3050995,0.72766685
1.1399956,0.68538666
1.403615,0.77016544
1.9482536,0.9613037
1.8535938,1.0391331
1.5886669,1.0817509
1.3016415,0.7383766
,
1.5442524,0.81513023
1.7733822,0.80452156
1.3288574,0.75657654
1.627861,0.87769127
1.6129475,0.8812542
1.3050251,0.71531487
1.5950623,0.84828186
1.4190254,0.71294785
1.1343975,0.65008736
2.3455086,1.0033989
2.0093584,0.9940767
1.321312,1.0520821
2.487873,1.2048664
1.417038,0.7157936
1.190794,0.47418213
2.3537922,1.1716728
0.55869675,1.112112
1.3359375,1.0812969
1.2587919,0.7084904
1.2507477,0.7196026
1.8321285,0.91752815
1.2761326,0.6939926
1.5631638,0.832304
1.2772903,0.80610466
3.2085915,1.2791042
1.2044477,0.68462753
2.4092464,1.2038574
1.6243801,0.79504013
1.9722023,1.3140087
2.1729145,1.2718792
3.4308262,1.5608768
1.2194347,0.6917572
1.1789341,0.646307
1.4746857,0.7975559
1.8649731,1.0000038
1.378252,0.77347755
1.4964933,0.8101063
2.168789,1.0523357
1.1940823,0.71299744
2.8054466,1.16469
2.0365543,0.9844036
1.2970028,0.71300507
1.0233192,0.5875416
1.4219131,0.78183365
1.1436224,0.66024685
1.1221399,0.64830875
1.7896729,1.1191235
1.4207993,0.9908619
2.1292744,1.1389542
1.3023815,0.74064064
2.904316,1.2052803
1.2570972,0.7007885
1.955534,1.2370663
0.47244644,0.6837902
2.6438522,0.9753761
1.4334412,0.774395
1.3201008,0.721611
1.2184258,0.8175831
1.0428963,0.839695
2.5207043,1.1363335
2.148489,1.3112202
0.97914505,0.5290737
2.2201023,1.0371685
1.208641,0.6624336
1.126606,0.6953583
1.435772,0.7816849
2.3540516,1.00004
1.394577,0.7629967
1.8170433,0.81934357
0.74585533,0.4367962
1.529705,0.8034115
1.1792202,0.62340164
1.8626957,1.1856976
1.6313839,0.7984276
2.4009209,1.1084843
1.4815464,0.80672073
1.044837,0.6146412
1.0257511,0.8310127
1.1413612,0.668087
1.9102535,1.087925
1.3892078,0.8010998
1.0253944,0.7798214
0.8811493,1.5355549
1.2046795,0.69433594
0.7470455,0.6200409
1.8045464,0.8859863
2.0345707,1.2436657
1.4898329,0.80821705
2.5967426,1.1117191
1.23073,1.4029312
2.5721664,1.3481007
1.1927433,0.63028336
1.7812405,1.1988754
1.8501072,0.93455315
1.1756897,0.68832207
1.2787895,0.7136116
1.7039833,0.8701496
2.2508144,1.4561234
1.356863,0.7368374
1.3938808,0.76322556
2.786108,1.2321968
1.5532618,0.8297901
1.4420795,1.0445232
1.5418491,0.8193855
,3.5992737
1.2155704,0.6523323
1.304802,0.6820507
1.7134762,0.8816643
1.9944897,1.0066814
1.4800854,0.93676186
1.1695595,0.62072563
2.1438522,1.2507687
2.1773949,1.2435093
1.3887463,0.766346
1.8036404,0.906477
2.168356,1.1545258
2.3681068,1.1961613
1.1127892,0.79898834
1.5865192,0.92258644
1.471921,0.79720974
1.2131062,0.69185257
1.1897564,0.7135391
1.1120415,0.5570812
0.5725994,0.7119751
1.9396935,0.9948063
2.1259422,0.97246933
1.1137257,0.56679535
2.2892418,1.2781372
1.4761848,0.7289963
1.5196304,0.87010384
0.9587555,0.52970314
2.0453186,1.3216648
1.692461,0.8721905
1.866148,0.9780178
1.697691,0.9688721
2.0824547,1.4114552
0.54076004,0.9324703
1.1324339,0.8543215
1.1684494,0.58456993
,
2.2645874,1.2177734
1.4821873,1.1802673
,
1.2991276,0.71229744
2.0854378,1.0047894
1.347475,0.8726139
1.3010349,0.7808342
1.9409561,1.2648468
1.9738884,0.97821045
1.0830517,0.64528275
,
3.2558393,1.4255877
0.8007679,0.48681736
0.8616123,0.5063896
2.4052896,1.1136179
1.9471264,1.0945072
1.2400341,1.5195236
1.1721249,0.75193596
1.5431652,1.1843319
1.1303921,0.6220188
0.69408417,0.9152565
1.1129684,0.6418419
0.95386124,0.8239422
1.1865311,0.6828041
1.8088398,0.9624157
0.4143753,0.53818893
2.558012,1.2294197
1.8646259,1.0802937
2.3352108,1.442625
1.1337585,0.6539335
1.409872,1.1101913
1.4142704,0.7609348
1.4620514,0.72912025
1.3957901,0.68118095
1.30723,0.7218571
2.414051,1.1485214
1.2015867,0.6858511
1.3294907,0.6980438
1.2061253,0.8272972
1.4199543,0.7610111
1.2628689,0.7121239
1.0200005,0.54379654
1.9201946,2.9789734
1.9228172,0.91521263
1.41714,0.78036976
2.120037,1.1210747
1.4454899,0.79977036
1.3671627,1.317688
1.0982037,0.6366482
2.430462,1.1099968
1.3628922,0.7658138
1.6773758,0.8319092
1.7817898,0.92612076
1.4628468,1.2958527
1.1724567,0.64510536
1.4888725,0.7599373
2.7591038,1.2558022
2.0640068,4.0357246
2.0742283,1.0430679
1.9789562,0.9637947
0.70547676,0.50647354
0.81679916,0.4966879
2.0200672,3.3379326
0.73497105,1.3557444
1.5621624,0.83403206
1.2441139,0.66578484
1.4882851,0.8561497
0.92993736,0.7709522
1.50601,0.81583023
2.064867,1.0800648
1.7580757,1.29146
1.1359367,0.68932533
1.2704182,0.72307587
1.2481203,0.7001028
1.0744438,0.62361145
1.0973492,0.63095284
2.6098366,1.1536503
1.7846375,1.5284061
1.352932,1.1071529
2.1881123,1.2795601
1.7514267,0.9532776
1.1264153,0.5918579
1.8292217,1.3448162
0.8233566,0.87333107
1.0167036,0.5974121
1.8688583,0.91962814
1.0924797,0.671957
1.8768177,1.1874027
1.4107151,0.76691437
1.5995102,0.84552574
1.1351509,0.6539116
1.6313801,1.2536583
2.2395878,1.0213108
1.8879223,0.92183876
1.2445564,0.6971874
1.3359165,0.8147335
1.2198257,0.69460106
1.161129,0.9091835
1.630127,0.8705654
1.3445911,0.70571136
2.2249222,1.0342884
2.3809013,1.2698841
1.5347958,1.0854301
1.1683273,0.66822433
1.0673695,0.6246071
1.3130646,0.7651825
1.4595337,0.7944946
1.3281078,0.7013836
1.3937836,0.7459564
3.7290363,1.2432194
1.5194712,0.822587
-1.1469593,0.85201454
1.442339,0.7904968
1.4003143,0.7417011
1.7226887,0.87217903
1.5341702,0.8205776
1.4384403,0.7512703
1.8699703,2.9946346
1.9467506,0.9756508
2.0784683,1.2132797
1.7105064,0.6999588
1.5379944,0.8121071
1.60635,0.8810501
2.2412596,1.0645189
1.4170418,0.9005356
